"N","seed_theta","seed_Y","K","fold","predictive_llk","predictive_llk_dist_mean"
800,10,4,6,5,-6628.93566640159,-6647.55686152561
800,10,5,6,1,-6521.24278167578,-6539.29431960544
800,10,5,6,2,-6571.49009209089,-6575.06723776217
800,10,5,6,3,-6489.96698601333,-6514.04679798407
800,10,5,6,4,-6479.13426392596,-6499.86438529634
800,10,5,6,5,-6514.53541978618,-6535.27812367214
400,11,1,6,1,-3394.97806177807,-3388.91558182145
400,11,1,6,2,-3333.91143010993,-3329.81643767685
400,11,1,6,3,-3262.13450046698,-3278.36931017418
400,11,1,6,4,-3343.12237694245,-3350.95215447924
400,11,1,6,5,-3276.7143324523,-3297.1090030558
400,11,2,6,1,-3254.68997428594,-3261.14145860073
400,11,2,6,2,-3239.9803320941,-3256.34387498086
400,11,2,6,3,-3255.93153776972,-3272.34938339189
400,11,2,6,4,-3202.89153439423,-3206.88256580825
400,11,2,6,5,-3228.39366588717,-3239.09509277047
400,11,3,6,1,-3329.21388658034,-3316.18640065228
400,11,3,6,2,-3312.01783398892,-3294.35198358257
400,11,3,6,3,-3291.10365787991,-3272.7406805115
400,11,3,6,4,-3261.2419112728,-3249.66753194526
400,11,3,6,5,-3334.42854522207,-3321.02217520359
400,11,4,6,1,-3242.27836830556,-3242.22424325813
400,11,4,6,2,-3219.28722738871,-3217.3849026472
400,11,4,6,3,-3273.70351364514,-3283.72867394295
400,11,4,6,4,-3232.57567992844,-3252.25904375679
400,11,4,6,5,-3249.9363098389,-3267.77764424405
400,11,5,6,1,-3385.82513670339,-3381.034293861
400,11,5,6,2,-3301.4518560661,-3303.56678521713
400,11,5,6,3,-3291.42606516569,-3304.53062877612
400,11,5,6,4,-3235.22236373195,-3234.15949907887
400,11,5,6,5,-3271.2517860366,-3286.44595614343
800,11,1,6,1,-6535.32810611348,-6522.66969973902
800,11,1,6,2,-6533.42920681812,-6542.95186055006
800,11,1,6,3,-6460.63990023756,-6470.79238586252
800,11,1,6,4,-6414.6793077625,-6425.19306340648
800,11,1,6,5,-6365.82509726431,-6366.37975828858
800,11,2,6,1,-6559.97998344777,-6562.56447163748
800,11,2,6,2,-6485.77654479844,-6497.81348329943
800,11,2,6,3,-6549.49504012524,-6531.56574290889
800,11,2,6,4,-6558.08328558859,-6557.99774703244
800,11,2,6,5,-6512.82656966291,-6524.45526492436
800,11,3,6,1,-6503.07573520197,-6503.49446636499
800,11,3,6,2,-6549.87603324909,-6553.02158486294
800,11,3,6,3,-6535.61702129138,-6526.60446433144
800,11,3,6,4,-6538.33954788199,-6546.3881925217
800,11,3,6,5,-6461.28535073643,-6448.43118348599
800,11,4,6,1,-6385.18181049433,-6351.28696965772
800,11,4,6,2,-6483.62799445002,-6498.52366518148
800,11,4,6,3,-6534.08009776187,-6534.19384046542
800,11,4,6,4,-6420.82496454731,-6440.53187497267
800,11,4,6,5,-6472.73455581131,-6484.71264801822
800,11,5,6,1,-6594.83204045579,-6607.42611598962
800,11,5,6,2,-6471.25638099485,-6478.356007085
800,11,5,6,3,-6466.72356840978,-6471.80281277022
800,11,5,6,4,-6498.02539419629,-6516.27396684129
800,11,5,6,5,-6414.27003425079,-6422.41592819891
400,12,1,6,1,-3426.64435471211,-3438.67095794281
400,12,1,6,2,-3430.9185238524,-3457.13245103783
400,12,1,6,3,-3378.15921345567,-3395.77250973686
400,12,1,6,4,-3398.13084440644,-3416.96666234112
400,12,1,6,5,-3403.28111472874,-3433.61640572561
400,12,2,6,1,-3400.67453483611,-3423.57440003024
400,12,2,6,2,-3444.55995341109,-3468.18296815198
400,12,2,6,3,-3489.48975233562,-3496.74001722451
400,12,2,6,4,-3431.23171406774,-3457.96769128744
400,12,2,6,5,-3440.01970606586,-3461.66154297037
400,12,3,6,1,-3464.04558120245,-3475.60019927145
400,12,3,6,2,-3369.41101367759,-3405.20477408532
400,12,3,6,3,-3384.37647842407,-3409.87573336028
400,12,3,6,4,-3416.54429085535,-3443.43403027179
400,12,3,6,5,-3460.32833500593,-3486.94526467779
400,12,4,6,1,-3403.8764714694,-3438.36556126861
400,12,4,6,2,-3414.90702044023,-3443.61986611933
400,12,4,6,3,-3417.64025505275,-3445.07030663145
400,12,4,6,4,-3390.6748382391,-3423.35333797867
400,12,4,6,5,-3444.80190296958,-3461.19306104302
400,12,5,6,1,-3393.49214184501,-3419.76944945327
400,12,5,6,2,-3408.68313489432,-3424.12035025567
400,12,5,6,3,-3366.77145398323,-3382.34906253428
400,12,5,6,4,-3407.48662890244,-3430.34910371555
400,12,5,6,5,-3434.15768403478,-3452.4105356865
800,12,1,6,1,-6693.09179157193,-6721.81775354634
800,12,1,6,2,-6769.72436267878,-6792.97946501267
800,12,1,6,3,-6783.23231238978,-6808.10441157538
800,12,1,6,4,-6753.75451733908,-6780.78602644271
800,12,1,6,5,-6717.85375854033,-6735.04014417545
800,12,2,6,1,-6841.42296476636,-6872.34476279864
800,12,2,6,2,-6791.43349896024,-6789.71210969466
800,12,2,6,3,-6821.62729226458,-6850.86774854719
800,12,2,6,4,-6851.93592947952,-6874.48662222772
800,12,2,6,5,-6832.55091147754,-6863.66722100635
800,12,3,6,1,-6888.86098937074,-6890.97253906256
800,12,3,6,2,-6863.35262597368,-6888.742258625
800,12,3,6,3,-6889.29920202035,-6909.44638885373
800,12,3,6,4,-6846.1941737578,-6872.32797002818
800,12,3,6,5,-6769.86604807342,-6795.16376803381
800,12,4,6,1,-6850.94874573385,-6877.12409571137
800,12,4,6,2,-6780.55387680888,-6802.63627634678
800,12,4,6,3,-6827.10474921859,-6832.57745942788
800,12,4,6,4,-6827.20314910692,-6850.61981869206
800,12,4,6,5,-6812.2137079763,-6836.10114997359
800,12,5,6,1,-6705.75149999147,-6726.37163244213
800,12,5,6,2,-6831.00557490124,-6846.48640783009
800,12,5,6,3,-6855.99313187544,-6873.39458896652
800,12,5,6,4,-6755.73966003317,-6772.8826034663
800,12,5,6,5,-6803.55485111241,-6827.16695938265
400,13,1,6,1,-3266.37063223572,-3282.42066620968
400,13,1,6,2,-3194.38147379306,-3215.34435486791
400,13,1,6,3,-3285.67982515102,-3307.42828392141
400,13,1,6,4,-3245.93392949109,-3273.12677894729
400,13,1,6,5,-3254.11607627218,-3253.84597148639
400,13,2,6,1,-3350.71746752143,-3353.80304335375
400,13,2,6,2,-3314.65997523482,-3320.67992154479
400,13,2,6,3,-3338.43403121785,-3345.4444396828
400,13,2,6,4,-3368.65679367074,-3366.3267325407
400,13,2,6,5,-3356.72983760503,-3357.9625212649
400,13,3,6,1,-3362.42210260491,-3339.13692765235
400,13,3,6,2,-3282.77033681762,-3270.24211636271
400,13,3,6,3,-3278.49046240942,-3283.94407404335
400,13,3,6,4,-3325.61841805136,-3318.67559957277
400,13,3,6,5,-3274.74529356284,-3275.06790955452
400,13,4,6,1,-3228.12288305951,-3246.6708577359
400,13,4,6,2,-3292.99783816034,-3315.47562046905
400,13,4,6,3,-3322.2780593265,-3301.99096191132
400,13,4,6,4,-3249.92567273716,-3262.37766657657
400,13,4,6,5,-3229.44231852531,-3237.37197961782
400,13,5,6,1,-3336.3724966205,-3354.12901225825
400,13,5,6,2,-3313.77987148431,-3337.07441672294
400,13,5,6,3,-3267.20006324731,-3249.53577023508
400,13,5,6,4,-3234.19853542908,-3258.47072153416
400,13,5,6,5,-3207.67027497305,-3230.74035489804
800,13,1,6,1,-6475.29105444462,-6491.20373054127
800,13,1,6,2,-6404.2514916462,-6425.66912403782
800,13,1,6,3,-6397.16689541468,-6415.78905539777
800,13,1,6,4,-6363.28524151896,-6386.67253952259
800,13,1,6,5,-6483.50330120785,-6497.98618226047
800,13,2,6,1,-6503.32269186427,-6513.5561951639
800,13,2,6,2,-6519.004166879,-6531.09161479907
800,13,2,6,3,-6572.77837770416,-6585.37152666208
800,13,2,6,4,-6515.82229347422,-6526.44970287876
800,13,2,6,5,-6464.72617614647,-6467.74511855321
800,13,3,6,1,-6516.70839463786,-6467.71588732834
800,13,3,6,2,-6495.79588558284,-6512.76642921307
800,13,3,6,3,-6445.27014132962,-6464.29925030757
800,13,3,6,4,-6470.9177746734,-6473.65711262115
800,13,3,6,5,-6555.30700856912,-6567.49251095309
800,13,4,6,1,-6380.72542865116,-6386.38334864556
800,13,4,6,2,-6516.98952745441,-6524.07426710528
800,13,4,6,3,-6382.69278642766,-6390.11219050879
800,13,4,6,4,-6447.86676247835,-6462.53226235837
800,13,4,6,5,-6420.80084389713,-6426.49717959711
800,13,5,6,1,-6522.58045666219,-6542.20155965772
800,13,5,6,2,-6551.39758723196,-6565.75685038749
800,13,5,6,3,-6530.80351294871,-6555.52254292529
800,13,5,6,4,-6469.93113466864,-6494.16915701878
800,13,5,6,5,-6505.41072420172,-6522.80206164603
400,14,1,6,1,-3276.81697062475,-3306.83478274189
400,14,1,6,2,-3350.79713499795,-3387.30529256544
400,14,1,6,3,-3283.41403611495,-3311.96920737439
400,14,1,6,4,-3325.33978297855,-3351.5839466886
400,14,1,6,5,-3310.257579609,-3330.02890512652
400,14,2,6,1,-3345.35161937363,-3374.28219898283
400,14,2,6,2,-3278.05819999964,-3312.16817068592
400,14,2,6,3,-3322.12310226806,-3356.25861284887
400,14,2,6,4,-3314.61529444526,-3340.7397981053
400,14,2,6,5,-3348.17911229476,-3378.29865208858
400,14,3,6,1,-3287.07963230023,-3320.05653605572
400,14,3,6,2,-3288.39627977422,-3321.89059765708
400,14,3,6,3,-3277.0391880078,-3306.68228216643
400,14,3,6,4,-3278.28176836169,-3291.13332256273
400,14,3,6,5,-3283.13379762044,-3311.7083985699
400,14,4,6,1,-3282.54292303969,-3313.52656620811
400,14,4,6,2,-3269.82713583795,-3294.15859313646
400,14,4,6,3,-3306.91019759701,-3323.36556392402
400,14,4,6,4,-3311.57182406915,-3317.8280833522
400,14,4,6,5,-3303.90954692511,-3316.3609336491
400,14,5,6,1,-3304.43980103756,-3333.28587471923
400,14,5,6,2,-3290.13963608113,-3324.27297500603
400,14,5,6,3,-3300.45536806835,-3336.11715089368
400,14,5,6,4,-3281.1996760213,-3308.63571700651
400,14,5,6,5,-3254.87069847424,-3275.38690092957
800,14,1,6,1,-6488.73527355559,-6520.00713020845
800,14,1,6,2,-6566.28704738353,-6575.04446307142
800,14,1,6,3,-6579.88111941744,-6606.47060136521
800,14,1,6,4,-6695.26424391042,-6606.570821844
800,14,1,6,5,-6636.13715492176,-6649.49592082887
800,14,2,6,1,-6531.16845961561,-6563.39154363311
800,14,2,6,2,-6666.93148691453,-6571.44720479423
800,14,2,6,3,-6585.25242797865,-6596.9293148778
800,14,2,6,4,-6583.79538156701,-6615.772255673
800,14,2,6,5,-6533.12116423038,-6560.98162583145
800,14,3,6,1,-6507.31610229324,-6537.47252665528
800,14,3,6,2,-6527.89726175857,-6553.20122044959
800,14,3,6,3,-6529.7836169533,-6556.67818788737
800,14,3,6,4,-6501.36340850977,-6526.82763600015
800,14,3,6,5,-6488.38767756873,-6502.2025708016
800,14,4,6,1,-6581.58190493345,-6580.03322998264
800,14,4,6,2,-6456.3771565041,-6469.75155800289
800,14,4,6,3,-6494.23568381179,-6498.2794310298
800,14,4,6,4,-6505.72387661747,-6535.77463122833
800,14,4,6,5,-6507.91293223643,-6531.11486381627
800,14,5,6,1,-6588.92183073575,-6618.81583510207
800,14,5,6,2,-6662.89770675345,-6670.41331662119
800,14,5,6,3,-6512.98146676289,-6544.31364015748
800,14,5,6,4,-6579.79602037691,-6545.7142750839
800,14,5,6,5,-6593.91350871791,-6625.66952512307
400,15,1,6,1,-3232.17852913867,-3251.08518458417
400,15,1,6,2,-3285.99438100486,-3308.44021252654
400,15,1,6,3,-3205.07578776472,-3215.98831483351
400,15,1,6,4,-3201.66386633355,-3218.923253559
400,15,1,6,5,-3236.99554359703,-3253.12643970954
400,15,2,6,1,-3208.76393673451,-3227.82574497672
400,15,2,6,2,-3148.44033291068,-3167.32364766
400,15,2,6,3,-3213.90198077919,-3225.74378328712
400,15,2,6,4,-3160.3591555104,-3172.12383659323
400,15,2,6,5,-3159.92229821896,-3174.20001095935
400,15,3,6,1,-3218.78824269295,-3218.22846195392
400,15,3,6,2,-3227.51434160483,-3243.58844254733
400,15,3,6,3,-3234.03072322489,-3235.53701166039
400,15,3,6,4,-3254.10047098177,-3278.40317861782
400,15,3,6,5,-3214.2532059794,-3231.41373637686
400,15,4,6,1,-3136.69642495028,-3147.90005724997
400,15,4,6,2,-3216.956628188,-3219.9679026987
400,15,4,6,3,-3221.97148240416,-3239.88020393154
400,15,4,6,4,-3218.57453256575,-3230.62341086862
400,15,4,6,5,-3223.14063981649,-3240.97739289743
400,15,5,6,1,-3170.98305564192,-3179.78850245924
400,15,5,6,2,-3245.82622300932,-3257.00525017697
400,15,5,6,3,-3258.48147614077,-3263.42540703497
400,15,5,6,4,-3205.14232123465,-3208.49982577402
400,15,5,6,5,-3229.26643092901,-3246.38142301951
800,15,1,6,1,-6455.61322168276,-6453.23910422802
800,15,1,6,2,-6309.24670838351,-6324.63668117065
800,15,1,6,3,-6390.78775133128,-6402.79431486945
800,15,1,6,4,-6442.04957870906,-6449.94177907251
800,15,1,6,5,-6371.8132068451,-6384.14290851989
800,15,2,6,1,-6357.31831832406,-6364.68671943309
800,15,2,6,2,-6398.38243299885,-6400.24848522426
800,15,2,6,3,-6477.48776592776,-6484.20781342833
800,15,2,6,4,-6402.72738615048,-6408.39698683119
800,15,2,6,5,-6450.29240144629,-6453.06977668888
800,15,3,6,1,-6358.94905077116,-6375.60239476369
800,15,3,6,2,-6330.86593720466,-6347.24257949659
800,15,3,6,3,-6397.79844731738,-6413.24447544551
800,15,3,6,4,-6473.60668489541,-6480.92577042937
800,15,3,6,5,-6396.43291043738,-6382.72755397055
800,15,4,6,1,-6317.0480440836,-6324.78406838563
800,15,4,6,2,-6338.61486827419,-6333.72322001686
800,15,4,6,3,-6346.4148156302,-6359.28415533534
800,15,4,6,4,-6361.59829947965,-6358.42172781192
800,15,4,6,5,-6355.64322307743,-6351.10749874076
800,15,5,6,1,-6383.09708935606,-6392.01127160261
800,15,5,6,2,-6431.46932502398,-6443.63436049333
800,15,5,6,3,-6385.65644292296,-6397.81213991342
800,15,5,6,4,-6308.9891022852,-6313.06910334365
800,15,5,6,5,-6336.57324658407,-6342.32098111083
400,16,1,6,1,-3386.50972283427,-3412.05825035957
400,16,1,6,2,-3401.28122053215,-3420.13787190737
400,16,1,6,3,-3390.16950566173,-3405.71734036262
400,16,1,6,4,-3357.81434080466,-3387.61688782834
400,16,1,6,5,-3351.8461213161,-3380.2443023104
400,16,2,6,1,-3395.79391737016,-3425.76547012495
400,16,2,6,2,-3339.37899798845,-3361.70899397308
400,16,2,6,3,-3366.53877361577,-3379.91766412187
400,16,2,6,4,-3297.85739636935,-3316.50989869798
400,16,2,6,5,-3323.13571010568,-3335.13564730143
400,16,3,6,1,-3359.54075824152,-3383.82274139188
400,16,3,6,2,-3276.21889040184,-3301.17939041297
400,16,3,6,3,-3360.02173042081,-3385.6912458493
400,16,3,6,4,-3323.96281277563,-3346.13178319549
400,16,3,6,5,-3334.36949699357,-3352.68733609023
400,16,4,6,1,-3310.61900029158,-3333.30076463539
400,16,4,6,2,-3270.15919492108,-3287.81566340831
400,16,4,6,3,-3379.44049513314,-3405.62680906777
400,16,4,6,4,-3322.77471312744,-3346.91501906703
400,16,4,6,5,-3308.4458497913,-3330.41984633268
400,16,5,6,1,-3345.47586149814,-3373.04219261971
400,16,5,6,2,-3341.04234436462,-3353.61040682926
400,16,5,6,3,-3350.14345027062,-3369.06310585578
400,16,5,6,4,-3395.58204317013,-3401.58099695732
400,16,5,6,5,-3338.26002518597,-3360.69070924443
800,16,1,6,1,-6638.34792581334,-6664.49290206515
800,16,1,6,2,-6728.83832529125,-6759.61596914279
800,16,1,6,3,-6622.32283703603,-6628.14377253773
800,16,1,6,4,-6678.23256068525,-6702.13678110694
800,16,1,6,5,-6594.87011333155,-6621.88873481937
800,16,2,6,1,-6729.05235164099,-6750.03932445665
800,16,2,6,2,-6600.13602777595,-6615.34066573632
800,16,2,6,3,-6664.67984985862,-6683.65397748834
800,16,2,6,4,-6651.01400108313,-6674.35317368342
800,16,2,6,5,-6563.92933547555,-6583.28271987656
800,16,3,6,1,-6603.12765749845,-6624.88806706605
800,16,3,6,2,-6681.47787451537,-6700.24326955361
800,16,3,6,3,-6666.84154921647,-6690.13857295576
800,16,3,6,4,-6735.28515550801,-6762.74529731736
800,16,3,6,5,-6653.72776519801,-6673.60084706434
800,16,4,6,1,-6659.04435248736,-6673.65447302397
800,16,4,6,2,-6665.06583702661,-6670.66445388705
800,16,4,6,3,-6590.97602997047,-6610.01891133399
800,16,4,6,4,-6592.31828133968,-6609.25435623578
800,16,4,6,5,-6658.46617447666,-6677.41801538349
800,16,5,6,1,-6681.7090339565,-6705.77080967167
800,16,5,6,2,-6626.29830395586,-6649.3562434455
800,16,5,6,3,-6713.66419628294,-6734.44455393388
800,16,5,6,4,-6616.22769094326,-6637.78383129853
800,16,5,6,5,-6723.21990962892,-6724.81210926832
400,17,1,6,1,-3240.9523483045,-3261.01293739751
400,17,1,6,2,-3341.36047904402,-3344.6556904596
400,17,1,6,3,-3282.91666942163,-3304.34601859244
400,17,1,6,4,-3241.44739277476,-3241.84876374063
400,17,1,6,5,-3316.66919720677,-3329.3293583097
400,17,2,6,1,-3379.24409124668,-3389.99169032182
400,17,2,6,2,-3285.36713744285,-3297.71424952375
400,17,2,6,3,-3314.78168036528,-3330.45893100153
400,17,2,6,4,-3314.19172593067,-3323.22529205791
400,17,2,6,5,-3372.38304281859,-3387.33684205636
400,17,3,6,1,-3253.02654953815,-3256.01576657748
400,17,3,6,2,-3279.89972532976,-3300.12932649873
400,17,3,6,3,-3253.72454920744,-3273.0555994394
400,17,3,6,4,-3263.64660459498,-3284.33827774482
400,17,3,6,5,-3274.71050513939,-3293.7734266469
400,17,4,6,1,-3237.05719002087,-3249.57966150594
400,17,4,6,2,-3306.35400464145,-3299.23462717049
400,17,4,6,3,-3276.79127189929,-3278.60002697556
400,17,4,6,4,-3250.43937384607,-3244.74226160254
400,17,4,6,5,-3269.73469825895,-3276.85560961043
400,17,5,6,1,-3300.63739176725,-3311.93545390768
400,17,5,6,2,-3283.55850021601,-3274.66765184957
400,17,5,6,3,-3268.87234079869,-3279.42515513303
400,17,5,6,4,-3269.3660189329,-3277.09094877275
400,17,5,6,5,-3245.01428398068,-3252.38399045908
800,17,1,6,1,-6475.479219145,-6494.78889716535
800,17,1,6,2,-6500.44346189454,-6520.00428575024
800,17,1,6,3,-6437.33159784851,-6462.70794781678
800,17,1,6,4,-6476.27369914036,-6492.23598631062
800,17,1,6,5,-6375.548306469,-6388.45182132349
800,17,2,6,1,-6577.27614289635,-6587.52928907134
800,17,2,6,2,-6473.23678288267,-6481.02261868526
800,17,2,6,3,-6497.47898254233,-6510.12595488146
800,17,2,6,4,-6455.18355703765,-6472.42888275649
800,17,2,6,5,-6534.35970000707,-6550.95312533552
800,17,3,6,1,-6455.94182811456,-6471.78178523851
800,17,3,6,2,-6483.23511339022,-6496.74650678878
800,17,3,6,3,-6477.31152069515,-6500.06775470143
800,17,3,6,4,-6404.39938129472,-6427.82053149884
800,17,3,6,5,-6412.45130064287,-6427.06528532046
800,17,4,6,1,-6479.47582330502,-6484.14464316065
800,17,4,6,2,-6499.59153666621,-6519.37411234425
800,17,4,6,3,-6478.04860233107,-6477.76435410895
800,17,4,6,4,-6563.81214666554,-6580.55554393459
800,17,4,6,5,-6537.89469302283,-6500.56911290356
800,17,5,6,1,-6536.10255747448,-6553.74010830549
800,17,5,6,2,-6486.15430085016,-6465.02327859775
800,17,5,6,3,-6580.71439501555,-6594.46367492569
800,17,5,6,4,-6394.60775445411,-6400.64167305622
800,17,5,6,5,-6473.20360422289,-6482.39627841329
400,18,1,6,1,-3145.59512380319,-3157.49836955716
400,18,1,6,2,-3204.69858423484,-3215.03494142186
400,18,1,6,3,-3128.08433921484,-3150.00769141775
400,18,1,6,4,-3166.87404961357,-3193.27901569031
400,18,1,6,5,-3172.22250278569,-3198.36237538142
400,18,2,6,1,-3199.25165093405,-3229.50333467269
400,18,2,6,2,-3150.4903440147,-3177.67971660747
400,18,2,6,3,-3172.48817640955,-3197.23964425619
400,18,2,6,4,-3167.23638703771,-3197.89012958257
400,18,2,6,5,-3229.85227659037,-3232.38333306369
400,18,3,6,1,-3130.9767862469,-3160.49488627201
400,18,3,6,2,-3151.24748897297,-3178.17838238136
400,18,3,6,3,-3124.29411089907,-3145.47071660895
400,18,3,6,4,-3174.51252554946,-3185.6300657186
400,18,3,6,5,-3151.47524111675,-3182.65763907203
400,18,4,6,1,-3185.60724202696,-3209.23019920024
400,18,4,6,2,-3119.11971367675,-3129.54615124969
400,18,4,6,3,-3155.59071009438,-3185.88731237409
400,18,4,6,4,-3191.71148679691,-3220.44155005455
400,18,4,6,5,-3155.21445345309,-3186.4568950629
400,18,5,6,1,-3193.21830907742,-3214.23430024199
400,18,5,6,2,-3162.99344349846,-3148.47662312702
400,18,5,6,3,-3172.78673283084,-3193.75145417131
400,18,5,6,4,-3118.06202678709,-3146.26903536551
400,18,5,6,5,-3171.97083716552,-3196.80562716045
800,18,1,6,1,-6252.74674905698,-6279.22389469903
800,18,1,6,2,-6306.79426894414,-6311.31931339661
800,18,1,6,3,-6351.78043049323,-6353.69841963931
800,18,1,6,4,-6405.60362860541,-6429.24568164974
800,18,1,6,5,-6374.28546003563,-6356.50814543513
800,18,2,6,1,-6342.04743632074,-6360.89600313927
800,18,2,6,2,-6378.55332647965,-6401.46358650271
800,18,2,6,3,-6261.86147037307,-6285.40760994459
800,18,2,6,4,-6330.06575135971,-6353.00168651653
800,18,2,6,5,-6374.87774683646,-6292.54883088527
800,18,3,6,1,-6249.88115359202,-6277.15048591538
800,18,3,6,2,-6230.62986996017,-6257.772460459
800,18,3,6,3,-6190.14098508939,-6215.71552792427
800,18,3,6,4,-6260.87228135843,-6265.49041830897
800,18,3,6,5,-6252.57262901675,-6275.71941468418
800,18,4,6,1,-6345.72667119357,-6274.19386119145
800,18,4,6,2,-6240.58626485157,-6247.10510748549
800,18,4,6,3,-6339.47809659935,-6364.19255974505
800,18,4,6,4,-6236.45479392363,-6258.78123229154
800,18,4,6,5,-6250.24548291577,-6276.42260667854
800,18,5,6,1,-6222.66660237794,-6242.64611145833
800,18,5,6,2,-6358.92365306392,-6367.00182616986
800,18,5,6,3,-6237.67957756398,-6266.80935715666
800,18,5,6,4,-6291.44883147668,-6226.50091146192
800,18,5,6,5,-6275.85716987286,-6265.89180106816
400,19,1,6,1,-3344.30129508569,-3349.52471410463
400,19,1,6,2,-3308.5586931095,-3323.12766142203
400,19,1,6,3,-3281.44839466932,-3284.55142449929
400,19,1,6,4,-3278.21917633269,-3289.22924178225
400,19,1,6,5,-3300.24273441499,-3306.12187529005
400,19,2,6,1,-3357.97524284745,-3353.0058825861
400,19,2,6,2,-3282.04490443764,-3286.46311102326
400,19,2,6,3,-3333.96956445821,-3333.42423566398
400,19,2,6,4,-3287.47369438599,-3288.56470122467
400,19,2,6,5,-3349.86011849367,-3355.60064723401
400,19,3,6,1,-3310.62600444622,-3323.60611208999
400,19,3,6,2,-3344.7141071172,-3354.92825890676
400,19,3,6,3,-3239.62200000607,-3255.66624205212
400,19,3,6,4,-3314.66917230673,-3322.21683354688
400,19,3,6,5,-3264.59268566151,-3277.53725402334
400,19,4,6,1,-3304.56284532236,-3326.32654437072
400,19,4,6,2,-3278.84876821494,-3295.10063018409
400,19,4,6,3,-3324.90636049475,-3345.22647464618
400,19,4,6,4,-3311.19961746885,-3335.37636223743
400,19,4,6,5,-3265.30002294856,-3289.73804764105
400,19,5,6,1,-3319.81028890018,-3340.1306929621
400,19,5,6,2,-3293.31551654418,-3319.23530477989
400,19,5,6,3,-3243.66621252041,-3261.11366216131
400,19,5,6,4,-3313.79998676804,-3322.6739322005
400,19,5,6,5,-3341.05682924593,-3354.52006993714
800,19,1,6,1,-6542.21577210706,-6550.11478650647
800,19,1,6,2,-6585.54737471853,-6597.18766744091
800,19,1,6,3,-6462.71623328842,-6464.19710631714
800,19,1,6,4,-6545.28385472597,-6548.8225868914
800,19,1,6,5,-6524.44914075564,-6534.72777910055
800,19,2,6,1,-6691.05791126966,-6701.86962284808
800,19,2,6,2,-6665.17877926685,-6654.26370667082
800,19,2,6,3,-6576.5403844605,-6589.19203092379
800,19,2,6,4,-6580.01099400576,-6554.54909322862
800,19,2,6,5,-6629.52866584208,-6642.40735311908
800,19,3,6,1,-6480.19916752238,-6495.17097917792
800,19,3,6,2,-6451.42393474801,-6470.82197082088
800,19,3,6,3,-6515.68776318229,-6533.27593084074
800,19,3,6,4,-6501.85262905067,-6515.96950933579
800,19,3,6,5,-6509.91300698755,-6528.63177296584
800,19,4,6,1,-6527.42096274196,-6534.31268230836
800,19,4,6,2,-6562.95267297483,-6570.82371973776
800,19,4,6,3,-6528.56769189055,-6543.24794811313
800,19,4,6,4,-6527.35197142487,-6541.64222799484
800,19,4,6,5,-6541.42968744637,-6544.23418372502
800,19,5,6,1,-6542.72375627076,-6556.39564832591
800,19,5,6,2,-6603.6341871948,-6621.2220145939
800,19,5,6,3,-6561.06099248728,-6579.5431419087
800,19,5,6,4,-6593.71292178853,-6606.37417827086
800,19,5,6,5,-6577.15111117449,-6589.28420082209
400,20,1,6,1,-3263.99115227832,-3285.55507939937
400,20,1,6,2,-3192.54937032845,-3203.02327000731
400,20,1,6,3,-3174.41850139379,-3186.52942978912
400,20,1,6,4,-3270.1647695712,-3279.24173793475
400,20,1,6,5,-3178.71287560529,-3189.68188929935
400,20,2,6,1,-3211.48794117938,-3218.11262070259
400,20,2,6,2,-3227.48890532671,-3238.21193171613
400,20,2,6,3,-3230.62168608845,-3242.83122116123
400,20,2,6,4,-3265.49535633261,-3279.77231155299
400,20,2,6,5,-3258.23239403112,-3271.36535225448
400,20,3,6,1,-3228.76957372164,-3255.30997355698
400,20,3,6,2,-3261.00699382277,-3272.35343688793
400,20,3,6,3,-3246.67405900004,-3268.35085814668
400,20,3,6,4,-3243.79571187408,-3257.37356681679
400,20,3,6,5,-3229.48373921539,-3244.40174105624
400,20,4,6,1,-3215.43912849111,-3232.02616177132
400,20,4,6,2,-3157.41840333544,-3177.07340520594
400,20,4,6,3,-3242.59111934359,-3264.36886296814
400,20,4,6,4,-3171.84095306083,-3175.82402779876
400,20,4,6,5,-3186.20930790898,-3201.49356707717
400,20,5,6,1,-3224.82851885021,-3231.56898863983
400,20,5,6,2,-3191.29606014823,-3202.84974913664
400,20,5,6,3,-3210.59628245086,-3215.69142489754
400,20,5,6,4,-3215.70618402633,-3218.03585490391
400,20,5,6,5,-3197.9620535522,-3197.42630673322
800,20,1,6,1,-6297.56884798851,-6303.7302056677
800,20,1,6,2,-6428.21355799132,-6433.16976395748
800,20,1,6,3,-6419.04291234484,-6437.83303739408
800,20,1,6,4,-6398.39124117778,-6421.4409682938
800,20,1,6,5,-6320.56394546749,-6337.61782133512
800,20,2,6,1,-6413.66912973912,-6426.70236124662
800,20,2,6,2,-6440.22323147517,-6434.13308253447
800,20,2,6,3,-6514.00887493871,-6516.61993504681
800,20,2,6,4,-6453.14098656079,-6464.481889079
800,20,2,6,5,-6366.53790226359,-6377.74685043162
800,20,3,6,1,-6309.36575116056,-6314.84225978822
800,20,3,6,2,-6382.56981281954,-6404.85238769837
800,20,3,6,3,-6315.07668111888,-6339.15750462926
800,20,3,6,4,-6345.79678970362,-6369.28771034723
800,20,3,6,5,-6401.57541026877,-6399.78739177096
800,20,4,6,1,-6396.22576105174,-6420.2398211114
800,20,4,6,2,-6255.90047397465,-6276.77663714003
800,20,4,6,3,-6327.49970175751,-6350.79005791882
