seed_theta,seed_Y,fixtree,method_hclust,rmse,tree_frobenius,ari,label,N
8,2,FALSE,ward.D2,0.170880704909045,2.57987768161024,0.363522542094159,BayesLCM (homogeneous var) + HC,400
8,2,FALSE,single,0.170880704909045,2.87472694566846,0.363522542094159,BayesLCM (homogeneous var) + HC,400
8,2,FALSE,average,0.170880704909045,2.81940427327003,0.363522542094159,BayesLCM (homogeneous var) + HC,400
8,2,FALSE,complete,0.170880704909045,2.80557641057448,0.363522542094159,BayesLCM (homogeneous var) + HC,400
8,2,FALSE,mcquitty,0.170880704909045,2.81945285255989,0.363522542094159,BayesLCM (homogeneous var) + HC,400
8,3,FALSE,ward.D,0.179481351960377,2.36365092937891,0.440432026471866,BayesLCM (homogeneous var) + HC,400
8,3,FALSE,ward.D2,0.179481351960377,2.423656651849,0.440432026471866,BayesLCM (homogeneous var) + HC,400
8,3,FALSE,single,0.179481351960377,2.62381289318034,0.440432026471866,BayesLCM (homogeneous var) + HC,400
8,3,FALSE,average,0.179481351960377,2.60934640639518,0.440432026471866,BayesLCM (homogeneous var) + HC,400
8,3,FALSE,complete,0.179481351960377,2.60138156612287,0.440432026471866,BayesLCM (homogeneous var) + HC,400
8,3,FALSE,mcquitty,0.179481351960377,2.60934640639518,0.440432026471866,BayesLCM (homogeneous var) + HC,400
8,4,FALSE,ward.D,0.175994761625967,2.43294339919164,0.426187221625874,BayesLCM (homogeneous var) + HC,400
8,4,FALSE,ward.D2,0.175994761625967,2.47750833467276,0.426187221625874,BayesLCM (homogeneous var) + HC,400
8,4,FALSE,single,0.175994761625967,2.74603817311022,0.426187221625874,BayesLCM (homogeneous var) + HC,400
8,4,FALSE,average,0.175994761625967,2.66732788698405,0.426187221625874,BayesLCM (homogeneous var) + HC,400
8,4,FALSE,complete,0.175994761625967,2.60086376276636,0.426187221625874,BayesLCM (homogeneous var) + HC,400
8,4,FALSE,mcquitty,0.175994761625967,2.65987945201795,0.426187221625874,BayesLCM (homogeneous var) + HC,400
8,5,FALSE,ward.D,0.151136447193851,2.66245481194585,0.489011395728406,BayesLCM (homogeneous var) + HC,400
8,5,FALSE,ward.D2,0.151136447193851,2.69211696278482,0.489011395728406,BayesLCM (homogeneous var) + HC,400
8,5,FALSE,single,0.151136447193851,2.99714926127671,0.489011395728406,BayesLCM (homogeneous var) + HC,400
8,5,FALSE,average,0.151136447193851,2.88820291531455,0.489011395728406,BayesLCM (homogeneous var) + HC,400
