N,seed_theta,seed_Y,K_candidate,fold,predictive_llk
400,6,5,5,1,-3296.092057336
400,6,5,5,2,-3289.2216616937
400,6,5,5,3,-3286.64863808022
400,6,5,5,4,-3260.64196316342
400,6,5,5,5,-3287.88314398898
400,6,5,6,1,-3282.70299474776
400,6,5,6,2,-3275.75004803529
400,6,5,6,3,-3269.32750745705
400,6,5,6,4,-3273.12208341522
400,6,5,6,5,-3304.60191305319
400,6,5,7,1,-3286.37260227675
400,6,5,7,2,-3287.55018215459
400,6,5,7,3,-3279.1899597758
400,6,5,7,4,-3272.68614714897
400,6,5,7,5,-3267.84365155123
400,6,5,8,1,-3295.13078337954
400,6,5,8,2,-3291.55082631373
400,6,5,8,3,-3308.62379764833
400,6,5,8,4,-3271.04839233759
400,6,5,8,5,-3281.06049742449
400,7,1,4,1,-3418.22084024959
400,7,1,4,2,-3382.37464194867
400,7,1,4,3,-3346.39336435955
400,7,1,4,4,-3421.26902507589
400,7,1,4,5,-3375.73796616621
400,7,1,5,1,-3416.5990887813
400,7,1,5,2,-3386.02530581306
400,7,1,5,3,-3352.79675559214
400,7,1,5,4,-3422.92739660091
400,7,1,5,5,-3376.08499843697
400,7,1,6,1,-3413.73662833427
400,7,1,6,2,-3390.8330522379
400,7,1,6,3,-3361.17712612135
400,7,1,6,4,-3432.10964984455
400,7,1,6,5,-3389.64587128888
400,7,1,7,1,-3418.83252933769
400,7,1,7,2,-3401.92868471319
400,7,1,7,3,-3375.91542287131
400,7,1,7,4,-3438.09824321686
400,7,1,7,5,-3394.83595212841
400,7,1,8,1,-3434.3438167119
400,7,1,8,2,-3407.30212690717
400,7,1,8,3,-3385.0919928966
400,7,1,8,4,-3444.74810961395
400,7,1,8,5,-3399.54418645682
400,7,2,4,1,-3412.48218439936
400,7,2,4,2,-3442.44282417834
400,7,2,4,3,-3437.70366698445
400,7,2,4,4,-3396.59650053413
400,7,2,4,5,-3413.03921060115
400,7,2,5,1,-3405.69382636584
400,7,2,5,2,-3439.08419675387
400,7,2,5,3,-3429.01288683184
400,7,2,5,4,-3390.25503027328
400,7,2,5,5,-3412.93604338406
400,7,2,6,1,-3412.39142035476
400,7,2,6,2,-3441.55622557338
400,7,2,6,3,-3436.52022348976
400,7,2,6,4,-3395.83978484838
400,7,2,6,5,-3398.81803061029
400,7,2,7,1,-3418.13453200559
400,7,2,7,2,-3448.19749183166
400,7,2,7,3,-3437.92800654423
400,7,2,7,4,-3401.41371759973
400,7,2,7,5,-3410.9172725396
400,7,2,8,1,-3426.41373036632
400,7,2,8,2,-3452.27597986169
400,7,2,8,3,-3439.98105561446
400,7,2,8,4,-3411.10481906284
400,7,2,8,5,-3425.36211021655
400,7,3,4,1,-3351.53257184162
400,7,3,4,2,-3356.18011257238
400,7,3,4,3,-3416.73931608196
400,7,3,4,4,-3422.45447878297
400,7,3,4,5,-3368.64105348887
400,7,3,5,1,-3342.54576999339
400,7,3,5,2,-3344.70397217251
400,7,3,5,3,-3404.30901581059
400,7,3,5,4,-3407.93796085068
400,7,3,5,5,-3358.32379213912
400,7,3,6,1,-3348.26074319049
400,7,3,6,2,-3344.94949149316
400,7,3,6,3,-3404.01508665222
400,7,3,6,4,-3412.06782150062
400,7,3,6,5,-3379.35551804354
400,7,3,7,1,-3350.44970386728
400,7,3,7,2,-3353.96325894277
400,7,3,7,3,-3411.12779874252
400,7,3,7,4,-3419.35732216299
400,7,3,7,5,-3369.37659936103
400,7,3,8,1,-3357.0730698944
400,7,3,8,2,-3356.60965156481
400,7,3,8,3,-3416.7476191352
400,7,3,8,4,-3429.19319070416
400,7,3,8,5,-3373.07058530474
400,7,4,4,1,-3407.34395453358
400,7,4,4,2,-3400.74637685343
400,7,4,4,3,-3391.22241576594
400,7,4,4,4,-3373.67024019648
400,7,4,4,5,-3366.54718785261
400,7,4,5,1,-3389.66341093628
400,7,4,5,2,-3388.59774485219
400,7,4,5,3,-3374.40524181535
400,7,4,5,4,-3359.01218788201
400,7,4,5,5,-3356.02272539593
400,7,4,6,1,-3381.75738711524
400,7,4,6,2,-3386.60518180547
400,7,4,6,3,-3365.96204189288
400,7,4,6,4,-3355.16516027835
400,7,4,6,5,-3361.72526924435
400,7,4,7,1,-3388.86156313796
400,7,4,7,2,-3403.39792751537
400,7,4,7,3,-3374.54452159371
400,7,4,7,4,-3360.31276083625
400,7,4,7,5,-3359.42787964871
400,7,4,8,1,-3398.65699772047
400,7,4,8,2,-3403.62247766064
400,7,4,8,3,-3379.51990524755
400,7,4,8,4,-3367.81661053076
400,7,4,8,5,-3403.24532410848
400,7,5,4,1,-3402.21696129212
400,7,5,4,2,-3320.28700947091
400,7,5,4,3,-3360.53611531092
400,7,5,4,4,-3385.74893902961
400,7,5,4,5,-3413.54568962378
400,7,5,5,1,-3394.31395139178
400,7,5,5,2,-3312.22282411095
400,7,5,5,3,-3360.60223637983
400,7,5,5,4,-3383.85672329885
400,7,5,5,5,-3412.69950777608
400,7,5,6,1,-3392.36946450574
400,7,5,6,2,-3314.90185246198
400,7,5,6,3,-3355.28380429188
400,7,5,6,4,-3390.2603727689
400,7,5,6,5,-3415.21770846961
400,7,5,7,1,-3392.45524583868
400,7,5,7,2,-3316.732535755
400,7,5,7,3,-3371.64885362883
400,7,5,7,4,-3392.75288304925
400,7,5,7,5,-3417.92944159564
400,7,5,8,1,-3412.49380300788
400,7,5,8,2,-3323.25526689489
400,7,5,8,3,-3370.56458435081
400,7,5,8,4,-3420.45866537436
400,7,5,8,5,-3425.87639721478
400,8,1,4,1,-3245.83668595975
400,8,1,4,2,-3289.32910888269
400,8,1,4,3,-3230.53409688215
400,8,1,4,4,-3260.21766020556
400,8,1,4,5,-3246.90064140884
400,8,1,5,1,-3231.4972586805
400,8,1,5,2,-3323.61766431456
400,8,1,5,3,-3237.19749324579
400,8,1,5,4,-3225.08345488551
400,8,1,5,5,-3291.2059948327
400,8,1,6,1,-3255.91544499748
400,8,1,6,2,-3297.09304551638
400,8,1,6,3,-3245.00065443976
400,8,1,6,4,-3244.54393269967
400,8,1,6,5,-3309.36257420076
400,8,1,7,1,-3248.62710976793
400,8,1,7,2,-3300.46929304448
400,8,1,7,3,-3263.85618354129
400,8,1,7,4,-3256.79332513026
400,8,1,7,5,-3264.66345992122
400,8,1,8,1,-3247.62322562424
400,8,1,8,2,-3308.40601500422
400,8,1,8,3,-3262.96281806407
400,8,1,8,4,-3254.80179433113
400,8,1,8,5,-3278.70534101533
400,8,2,4,1,-3260.53010284633
400,8,2,4,2,-3257.06209243249
400,8,2,4,3,-3288.80763829153
400,8,2,4,4,-3181.69717056741
400,8,2,4,5,-3246.67864031032
400,8,2,5,1,-3322.64159723927
400,8,2,5,2,-3263.66594354885
400,8,2,5,3,-3308.16341273191
400,8,2,5,4,-3187.19680352113
400,8,2,5,5,-3252.9560609129
400,8,2,6,1,-3314.79180448117
400,8,2,6,2,-3266.82303067969
400,8,2,6,3,-3303.30382368876
400,8,2,6,4,-3193.56684361785
400,8,2,6,5,-3280.8745524387
400,8,2,7,1,-3334.85428897166
400,8,2,7,2,-3285.84534853452
400,8,2,7,3,-3302.60742841924
400,8,2,7,4,-3201.0946784425
400,8,2,7,5,-3267.07321745293
400,8,2,8,1,-3298.15417172948
400,8,2,8,2,-3303.67171610012
400,8,2,8,3,-3310.79248468467
400,8,2,8,4,-3221.26477678555
400,8,2,8,5,-3272.30252140477
400,8,3,4,1,-3223.79542347568
400,8,3,4,2,-3168.73591754315
400,8,3,4,3,-3163.91381758591
400,8,3,4,4,-3250.03530465963
400,8,3,4,5,-3128.94751600125
400,8,3,5,1,-3195.13792793573
400,8,3,5,2,-3173.03118322416
400,8,3,5,3,-3169.69041989152
400,8,3,5,4,-3224.72270518197
400,8,3,5,5,-3132.07896899842
400,8,3,6,1,-3207.0034817471
400,8,3,6,2,-3184.06771397425
400,8,3,6,3,-3184.85021032478
400,8,3,6,4,-3228.81308029684
400,8,3,6,5,-3148.81239643842
400,8,3,7,1,-3215.67007848474
400,8,3,7,2,-3182.87773544406
400,8,3,7,3,-3184.07954640438
400,8,3,7,4,-3222.49694154154
400,8,3,7,5,-3156.43054691001
400,8,3,8,1,-3218.04070692772
400,8,3,8,2,-3192.82718578878
400,8,3,8,3,-3188.0590732823
400,8,3,8,4,-3243.90870649691
400,8,3,8,5,-3195.032305173
400,8,4,4,1,-3238.03645019406
400,8,4,4,2,-3292.65320411559
400,8,4,4,3,-3213.00284345181
400,8,4,4,4,-3240.24785077923
400,8,4,4,5,-3211.31836763281
400,8,4,5,1,-3224.78776909736
400,8,4,5,2,-3288.77432784498
400,8,4,5,3,-3245.33667318378
400,8,4,5,4,-3223.0528015239
400,8,4,5,5,-3188.49435742629
400,8,4,6,1,-3221.19779859355
400,8,4,6,2,-3309.19129640911
400,8,4,6,3,-3230.23724932256
400,8,4,6,4,-3256.23210164853
400,8,4,6,5,-3189.35824348248
400,8,4,7,1,-3234.91280382488
400,8,4,7,2,-3294.53318278564
400,8,4,7,3,-3223.08267077325
400,8,4,7,4,-3222.90123271372
400,8,4,7,5,-3195.51454881728
400,8,4,8,1,-3228.61067313321
400,8,4,8,2,-3306.76081319217
400,8,4,8,3,-3251.69214972295
400,8,4,8,4,-3227.50696519571
400,8,4,8,5,-3198.59317560342
400,8,5,4,1,-3252.87543701976
400,8,5,4,2,-3218.13924384549
400,8,5,4,3,-3202.94676124659
400,8,5,4,4,-3199.69102036445
400,8,5,4,5,-3241.52566838358
400,8,5,5,1,-3248.55496650673
400,8,5,5,2,-3228.89080856644
400,8,5,5,3,-3199.91930050756
400,8,5,5,4,-3196.71598635281
400,8,5,5,5,-3233.31723900574
400,8,5,6,1,-3264.36714764614
400,8,5,6,2,-3235.20085320155
400,8,5,6,3,-3210.68056168902
400,8,5,6,4,-3203.5507395043
400,8,5,6,5,-3247.02144596408
400,8,5,7,1,-3258.34507846813
400,8,5,7,2,-3238.26874073128
400,8,5,7,3,-3217.55737092234
400,8,5,7,4,-3232.98344994955
400,8,5,7,5,-3253.60183530204
400,8,5,8,1,-3265.14560796072
400,8,5,8,2,-3254.36606796442
400,8,5,8,3,-3230.3625069516
400,8,5,8,4,-3225.48179383508
400,8,5,8,5,-3260.18707892603
400,9,1,4,1,-3336.513557065
400,9,1,4,2,-3320.96252731548
400,9,1,4,3,-3296.06361723601
400,9,1,4,4,-3362.40272236039
400,9,1,4,5,-3288.20303716331
400,9,1,5,1,-3324.34016777412
400,9,1,5,2,-3321.43728704247
400,9,1,5,3,-3284.27123416667
400,9,1,5,4,-3351.74165927424
400,9,1,5,5,-3287.28171219347
400,9,1,6,1,-3312.17212421694
400,9,1,6,2,-3315.46466527576
400,9,1,6,3,-3268.34397924036
400,9,1,6,4,-3335.63342322683
400,9,1,6,5,-3290.57675888435
400,9,1,7,1,-3314.6424388652
400,9,1,7,2,-3315.29929408346
400,9,1,7,3,-3287.12551918456
400,9,1,7,4,-3344.96433584803
400,9,1,7,5,-3296.15224992067
400,9,1,8,1,-3328.12715276879
400,9,1,8,2,-3320.36827459566
400,9,1,8,3,-3288.58967003002
400,9,1,8,4,-3349.831984154
400,9,1,8,5,-3304.05050466158
400,9,2,4,1,-3334.72164971291
400,9,2,4,2,-3338.49496508184
400,9,2,4,3,-3326.78037461874
400,9,2,4,4,-3335.45147026176
400,9,2,4,5,-3315.45887614918
400,9,2,5,1,-3316.57684214424
400,9,2,5,2,-3323.27503720031
400,9,2,5,3,-3306.0329386586
400,9,2,5,4,-3324.91828227547
400,9,2,5,5,-3297.26329551815
400,9,2,6,1,-3311.29559882048
400,9,2,6,2,-3320.57080191121
400,9,2,6,3,-3316.87802987078
400,9,2,6,4,-3323.05563449408
400,9,2,6,5,-3320.77887480223
400,9,2,7,1,-3320.34871390485
400,9,2,7,2,-3335.95362246445
400,9,2,7,3,-3317.01002299828
400,9,2,7,4,-3328.37739971897
400,9,2,7,5,-3303.41226762915
400,9,2,8,1,-3323.42939129562
400,9,2,8,2,-3340.66741162308
400,9,2,8,3,-3345.9402734398
400,9,2,8,4,-3337.52099327166
400,9,2,8,5,-3309.31376335026
400,9,3,4,1,-3225.49441661415
400,9,3,4,2,-3300.59124556801
400,9,3,4,3,-3253.81329045878
400,9,3,4,4,-3386.70121655143
400,9,3,4,5,-3290.54575561295
400,9,3,5,1,-3218.3821989887
400,9,3,5,2,-3292.36714565951
400,9,3,5,3,-3247.70883895312
400,9,3,5,4,-3391.6538765016
400,9,3,5,5,-3276.36224718047
400,9,3,6,1,-3240.12354801514
400,9,3,6,2,-3295.34735354798
400,9,3,6,3,-3272.68611077402
400,9,3,6,4,-3357.64195396104
400,9,3,6,5,-3282.19558568012
400,9,3,7,1,-3232.62618416507
400,9,3,7,2,-3298.55637233851
400,9,3,7,3,-3243.23363955806
400,9,3,7,4,-3368.77266042004
400,9,3,7,5,-3298.47292304979
400,9,3,8,1,-3225.1093208439
400,9,3,8,2,-3319.5457029161
400,9,3,8,3,-3247.27810853315
400,9,3,8,4,-3393.29236392157
400,9,3,8,5,-3283.14189990958
400,9,4,4,1,-3237.1245797639
400,9,4,4,2,-3324.54074920495
400,9,4,4,3,-3258.45407875609
400,9,4,4,4,-3272.61563679981
400,9,4,4,5,-3294.74611575797
400,9,4,5,1,-3210.80943020464
400,9,4,5,2,-3288.971066748
400,9,4,5,3,-3230.30736813727
400,9,4,5,4,-3237.96107726679
400,9,4,5,5,-3286.26190225861
400,9,4,6,1,-3226.1425932986
400,9,4,6,2,-3278.19179869293
400,9,4,6,3,-3204.86946592239
400,9,4,6,4,-3229.82787052452
400,9,4,6,5,-3264.5283780713
400,9,4,7,1,-3218.32097293837
400,9,4,7,2,-3283.9991911634
400,9,4,7,3,-3227.16847852316
400,9,4,7,4,-3236.82220488905
400,9,4,7,5,-3274.06670411026
400,9,4,8,1,-3203.71553321991
400,9,4,8,2,-3291.85160519052
400,9,4,8,3,-3232.71529003075
400,9,4,8,4,-3244.89758288397
400,9,4,8,5,-3280.81356332108
400,9,5,4,1,-3326.35448282244
400,9,5,4,2,-3362.7272416594
400,9,5,4,3,-3334.93952694582
400,9,5,4,4,-3364.26419130849
400,9,5,4,5,-3315.14573236364
400,9,5,5,1,-3322.69159165728
400,9,5,5,2,-3345.2829606175
400,9,5,5,3,-3326.58197658069
400,9,5,5,4,-3358.95572610072
400,9,5,5,5,-3308.04484725012
400,9,5,6,1,-3299.2749217912
400,9,5,6,2,-3327.41599107574
400,9,5,6,3,-3316.39682076326
400,9,5,6,4,-3348.57370585864
400,9,5,6,5,-3300.5018992762
400,9,5,7,1,-3308.89283601336
400,9,5,7,2,-3334.9019733186
400,9,5,7,3,-3319.67393597921
400,9,5,7,4,-3369.74871466321
400,9,5,7,5,-3315.80124086166
400,9,5,8,1,-3313.31762111712
400,9,5,8,2,-3336.9185076431
400,9,5,8,3,-3325.87576637387
400,9,5,8,4,-3361.63583791807
400,9,5,8,5,-3336.46418269762
400,10,1,4,1,-3280.76970219583
400,10,1,4,2,-3287.2998289742
400,10,1,4,3,-3269.0485067941
400,10,1,4,4,-3273.72111348392
400,10,1,4,5,-3326.4806465225
400,10,1,5,1,-3271.2541262491
400,10,1,5,2,-3283.12243550971
400,10,1,5,3,-3272.78763340207
400,10,1,5,4,-3281.1234198724
400,10,1,5,5,-3339.86594592276
400,10,1,6,1,-3303.78770376379
400,10,1,6,2,-3295.06743233308
400,10,1,6,3,-3281.34680505308
400,10,1,6,4,-3276.50529041913
400,10,1,6,5,-3334.93165570038
400,10,1,7,1,-3309.51854886259
400,10,1,7,2,-3294.99632723993
400,10,1,7,3,-3287.89244201607
400,10,1,7,4,-3281.5456460918
400,10,1,7,5,-3343.37676949065
400,10,1,8,1,-3293.76412942703
400,10,1,8,2,-3299.61913180454
400,10,1,8,3,-3294.10410151921
400,10,1,8,4,-3300.44360130601
400,10,1,8,5,-3368.34932511532
400,10,2,4,1,-3341.41385644395
400,10,2,4,2,-3346.33313778086
400,10,2,4,3,-3347.21839606256
400,10,2,4,4,-3300.03357473933
400,10,2,4,5,-3330.83428602719
400,10,2,5,1,-3337.19873238664
400,10,2,5,2,-3351.63277162223
400,10,2,5,3,-3335.41485203478
400,10,2,5,4,-3295.74625109217
400,10,2,5,5,-3324.20407207913
400,10,2,6,1,-3345.47238874059
400,10,2,6,2,-3351.87388435307
400,10,2,6,3,-3356.89395548443
400,10,2,6,4,-3301.96507890829
400,10,2,6,5,-3334.65375952857
400,10,2,7,1,-3352.14389536591
400,10,2,7,2,-3370.96294661799
400,10,2,7,3,-3359.96177129252
400,10,2,7,4,-3316.44471597379
400,10,2,7,5,-3341.37736898263
400,10,2,8,1,-3358.60766271021
400,10,2,8,2,-3363.37473371638
400,10,2,8,3,-3371.14038110952
400,10,2,8,4,-3321.0846221
400,10,2,8,5,-3359.68981397509
400,10,3,4,1,-3328.46147893854
400,10,3,4,2,-3255.27851013296
400,10,3,4,3,-3349.8063822165
400,10,3,4,4,-3278.6161480973
400,10,3,4,5,-3300.66489301603
400,10,3,5,1,-3335.66142048181
400,10,3,5,2,-3257.68986776687
400,10,3,5,3,-3352.57653831759
400,10,3,5,4,-3275.4766186265
400,10,3,5,5,-3296.37919135181
400,10,3,6,1,-3337.11164215654
400,10,3,6,2,-3242.59795495974
400,10,3,6,3,-3340.50791475177
400,10,3,6,4,-3272.38229986045
400,10,3,6,5,-3291.86838975159
400,10,3,7,1,-3340.9328231327
400,10,3,7,2,-3254.37805474347
400,10,3,7,3,-3364.50421231501
400,10,3,7,4,-3276.85495353775
400,10,3,7,5,-3297.18054734107
400,10,3,8,1,-3332.56632686964
400,10,3,8,2,-3257.61554124648
400,10,3,8,3,-3363.53291025622
400,10,3,8,4,-3282.54165210977
400,10,3,8,5,-3318.07161868765
400,10,4,4,1,-3288.39516374863
400,10,4,4,2,-3285.82465060259
400,10,4,4,3,-3279.28046933892
400,10,4,4,4,-3283.50766045293
400,10,4,4,5,-3305.86137611131
400,10,4,5,1,-3274.00881278477
400,10,4,5,2,-3273.33061322616
400,10,4,5,3,-3263.99539932824
400,10,4,5,4,-3270.33482750635
400,10,4,5,5,-3297.04620029664
400,10,4,6,1,-3278.6895010416
400,10,4,6,2,-3267.70041720522
400,10,4,6,3,-3257.99683310662
400,10,4,6,4,-3273.75459309096
400,10,4,6,5,-3296.75055486641
400,10,4,7,1,-3278.58497809405
400,10,4,7,2,-3272.11590741757
400,10,4,7,3,-3271.5584418314
400,10,4,7,4,-3304.90072065919
400,10,4,7,5,-3306.61355903316
400,10,4,8,1,-3304.95564139189
400,10,4,8,2,-3286.18999622966
400,10,4,8,3,-3270.02871141313
400,10,4,8,4,-3280.03887919398
400,10,4,8,5,-3322.32962324957
400,10,5,4,1,-3314.53404458042
400,10,5,4,2,-3352.68175713617
400,10,5,4,3,-3388.19984417027
400,10,5,4,4,-3321.02995583223
400,10,5,4,5,-3284.39514816776
400,10,5,5,1,-3297.64678891271
400,10,5,5,2,-3326.20635027256
400,10,5,5,3,-3361.02589221613
400,10,5,5,4,-3306.76824448171
400,10,5,5,5,-3261.3736753106
400,10,5,6,1,-3297.31508593876
400,10,5,6,2,-3329.61158285407
400,10,5,6,3,-3367.86201584782
400,10,5,6,4,-3316.4308406921
400,10,5,6,5,-3265.30544858203
400,10,5,7,1,-3310.74878167411
400,10,5,7,2,-3334.9134807762
400,10,5,7,3,-3369.71812998069
400,10,5,7,4,-3322.38905883731
400,10,5,7,5,-3269.96066617145
400,10,5,8,1,-3318.68319394512
400,10,5,8,2,-3362.91081171289
400,10,5,8,3,-3379.20283117478
400,10,5,8,4,-3333.73420589793
400,10,5,8,5,-3293.72177985668
400,11,1,4,1,-3377.32628237956
400,11,1,4,2,-3315.10285994598
400,11,1,4,3,-3265.418065828
400,11,1,4,4,-3336.56453912461
400,11,1,4,5,-3278.84393164345
400,11,1,5,1,-3375.45883919714
400,11,1,5,2,-3313.56782158511
400,11,1,5,3,-3257.50738740503
400,11,1,5,4,-3327.18458305031
400,11,1,5,5,-3273.5065060058
400,11,1,6,1,-3358.28804457491
400,11,1,6,2,-3323.32711754293
400,11,1,6,3,-3265.50217592864
400,11,1,6,4,-3317.42481086169
400,11,1,6,5,-3269.07955348478
400,11,1,7,1,-3367.51117903804
400,11,1,7,2,-3320.26414839026
400,11,1,7,3,-3256.89059749263
400,11,1,7,4,-3329.79093860305
400,11,1,7,5,-3277.19406157371
400,11,1,8,1,-3372.27554965831
400,11,1,8,2,-3331.39603474973
400,11,1,8,3,-3269.34504575648
400,11,1,8,4,-3337.60772161887
400,11,1,8,5,-3287.54081437385
400,11,2,4,1,-3260.37790278724
400,11,2,4,2,-3254.08183896292
400,11,2,4,3,-3276.83681891649
400,11,2,4,4,-3225.93031844811
400,11,2,4,5,-3248.95219038702
400,11,2,5,1,-3254.25994940031
400,11,2,5,2,-3242.01594211632
400,11,2,5,3,-3253.84832979323
400,11,2,5,4,-3215.5520508489
400,11,2,5,5,-3229.25609411321
400,11,2,6,1,-3244.04881456058
400,11,2,6,2,-3225.53021009817
400,11,2,6,3,-3245.64903104292
400,11,2,6,4,-3183.33446804452
400,11,2,6,5,-3217.14178955948
400,11,2,7,1,-3250.86911316062
400,11,2,7,2,-3232.89561806261
400,11,2,7,3,-3255.95345886702
400,11,2,7,4,-3205.42267006254
400,11,2,7,5,-3225.77953957976
400,11,2,8,1,-3264.44004911686
400,11,2,8,2,-3234.84632847206
400,11,2,8,3,-3263.32926500064
400,11,2,8,4,-3222.82496315478
400,11,2,8,5,-3231.13517500379
400,11,3,4,1,-3305.2817719157
400,11,3,4,2,-3287.3010914952
400,11,3,4,3,-3261.22052353801
400,11,3,4,4,-3234.05050582512
400,11,3,4,5,-3305.18174005111
400,11,3,5,1,-3322.13154329177
400,11,3,5,2,-3299.12403528594
400,11,3,5,3,-3272.78266116089
400,11,3,5,4,-3247.72316537087
400,11,3,5,5,-3314.30079692416
400,11,3,6,1,-3323.94920013307
400,11,3,6,2,-3300.87751567745
400,11,3,6,3,-3286.58546175286
400,11,3,6,4,-3257.83187768099
400,11,3,6,5,-3325.80748017272
400,11,3,7,1,-3333.14464852826
400,11,3,7,2,-3307.12911234425
400,11,3,7,3,-3287.66762160001
400,11,3,7,4,-3263.47848632819
400,11,3,7,5,-3333.81012034338
400,11,3,8,1,-3340.32234463037
400,11,3,8,2,-3319.52927845636
400,11,3,8,3,-3293.15079999456
400,11,3,8,4,-3270.26711708627
400,11,3,8,5,-3349.74229400651
400,11,4,4,1,-3226.26832067234
400,11,4,4,2,-3204.78914063191
400,11,4,4,3,-3270.64359419244
400,11,4,4,4,-3229.63640501643
400,11,4,4,5,-3250.25431429865
400,11,4,5,1,-3225.89014323589
400,11,4,5,2,-3200.34046637794
400,11,4,5,3,-3266.15630512409
400,11,4,5,4,-3226.24736400774
400,11,4,5,5,-3241.47701648058
400,11,4,6,1,-3218.3918477213
400,11,4,6,2,-3187.7658098904
400,11,4,6,3,-3260.66998264892
400,11,4,6,4,-3224.01480691956
400,11,4,6,5,-3234.78441728441
400,11,4,7,1,-3224.00848458358
400,11,4,7,2,-3197.71624164625
400,11,4,7,3,-3274.65234031075
400,11,4,7,4,-3228.58668363302
400,11,4,7,5,-3251.11005005136
400,11,4,8,1,-3225.16714843967
400,11,4,8,2,-3207.69048745773
400,11,4,8,3,-3276.78397974434
400,11,4,8,4,-3236.28340353517
400,11,4,8,5,-3247.5022000403
400,11,5,4,1,-3369.77500482782
400,11,5,4,2,-3291.71774042198
400,11,5,4,3,-3297.63458207935
400,11,5,4,4,-3242.22137727547
400,11,5,4,5,-3276.77535625761
400,11,5,5,1,-3367.66468494657
400,11,5,5,2,-3288.10267706889
400,11,5,5,3,-3283.41849790816
400,11,5,5,4,-3217.42275359176
400,11,5,5,5,-3275.56072838255
400,11,5,6,1,-3361.86312133316
400,11,5,6,2,-3285.09949832305
400,11,5,6,3,-3297.32605885977
400,11,5,6,4,-3209.68348097535
400,11,5,6,5,-3286.64686508893
400,11,5,7,1,-3375.65291415791
400,11,5,7,2,-3293.79659420756
400,11,5,7,3,-3283.49782293077
400,11,5,7,4,-3215.17651554663
400,11,5,7,5,-3281.43861759703
400,11,5,8,1,-3378.42732050651
400,11,5,8,2,-3308.60176154528
400,11,5,8,3,-3297.96792245106
400,11,5,8,4,-3229.04892642852
400,11,5,8,5,-3281.49091675828
400,12,1,4,1,-3430.60710354237
400,12,1,4,2,-3432.74301834452
400,12,1,4,3,-3384.81307780162
400,12,1,4,4,-3412.2837195973
400,12,1,4,5,-3419.72307699749
400,12,1,5,1,-3409.11503599557
400,12,1,5,2,-3429.90612206246
400,12,1,5,3,-3370.67847164923
400,12,1,5,4,-3394.23972623333
400,12,1,5,5,-3398.40761623538
400,12,1,6,1,-3423.23521147628
400,12,1,6,2,-3419.46989723034
400,12,1,6,3,-3376.50715445213
400,12,1,6,4,-3403.56024673461
400,12,1,6,5,-3395.1994562238
400,12,1,7,1,-3413.00408212485
400,12,1,7,2,-3444.81937640227
400,12,1,7,3,-3387.12268088662
400,12,1,7,4,-3399.16218368497
400,12,1,7,5,-3404.97437701093
400,12,1,8,1,-3431.34301874385
400,12,1,8,2,-3500.1408212075
400,12,1,8,3,-3371.03791520898
400,12,1,8,4,-3399.61788597775
400,12,1,8,5,-3414.18741629045
400,12,2,4,1,-3407.59743280224
400,12,2,4,2,-3461.45928928399
400,12,2,4,3,-3478.30396763427
400,12,2,4,4,-3449.86241531495
400,12,2,4,5,-3451.01216947464
400,12,2,5,1,-3390.11786561063
400,12,2,5,2,-3440.5792134375
400,12,2,5,3,-3465.53092346922
400,12,2,5,4,-3433.30310335466
400,12,2,5,5,-3434.41898077902
400,12,2,6,1,-3397.2554099661
400,12,2,6,2,-3435.67360115182
400,12,2,6,3,-3461.79652508747
400,12,2,6,4,-3428.75724561339
400,12,2,6,5,-3435.89940494321
400,12,2,7,1,-3398.04768512203
400,12,2,7,2,-3446.96581495152
400,12,2,7,3,-3467.62649975949
400,12,2,7,4,-3438.32715124113
400,12,2,7,5,-3438.58910539131
400,12,2,8,1,-3413.60406421856
400,12,2,8,2,-3454.86536074833
400,12,2,8,3,-3480.62631936593
400,12,2,8,4,-3443.25215392259
400,12,2,8,5,-3446.88993128759
400,12,3,4,1,-3467.53950366964
400,12,3,4,2,-3394.78448241873
400,12,3,4,3,-3398.95732710774
400,12,3,4,4,-3443.95635117533
400,12,3,4,5,-3480.63524217585
400,12,3,5,1,-3465.40983633115
400,12,3,5,2,-3373.38494902378
400,12,3,5,3,-3382.63675112321
400,12,3,5,4,-3433.69679941496
400,12,3,5,5,-3462.30393849194
400,12,3,6,1,-3450.71407806854
400,12,3,6,2,-3364.79387224191
400,12,3,6,3,-3380.08692114235
400,12,3,6,4,-3413.98442714376
400,12,3,6,5,-3455.13008587404
400,12,3,7,1,-3455.60537692205
400,12,3,7,2,-3373.34722237856
400,12,3,7,3,-3389.37654113571
400,12,3,7,4,-3419.12172013696
400,12,3,7,5,-3461.17955565551
400,12,3,8,1,-3457.51494496487
400,12,3,8,2,-3376.55958304461
400,12,3,8,3,-3388.96441790178
400,12,3,8,4,-3424.94775968908
400,12,3,8,5,-3469.4119755934
400,12,4,4,1,-3424.56417173718
400,12,4,4,2,-3424.79690920097
400,12,4,4,3,-3432.24470019785
400,12,4,4,4,-3415.95955761445
400,12,4,4,5,-3448.11536814013
400,12,4,5,1,-3413.30832574408
400,12,4,5,2,-3412.4030786208
400,12,4,5,3,-3428.34654539514
400,12,4,5,4,-3405.35418484402
400,12,4,5,5,-3443.91366506716
400,12,4,6,1,-3414.99434791548
400,12,4,6,2,-3405.18383960186
400,12,4,6,3,-3419.92886122582
400,12,4,6,4,-3385.55995384723
400,12,4,6,5,-3441.45742475597
